,Region,Provincia,City,Grade,Name Of School,Address,Type,Code
3299,Basilicata,Provincia di Potenza,Melfi,Scuola dell'Infanzia (11),Infanzia Bicocca - IC Fer. Mar.,"Infanzia Bicocca - IC Fer. Mar.

85025 Melfi PZ
Istituto principale:
PZIC842009 Ferrara-Marottoli",Scuola statale,PZAA84205A
3300,Basilicata,Provincia di Potenza,Melfi,Scuola dell'Infanzia (11),Paritariab. Sellitti,"Paritariab. Sellitti
Largo Santa Maria De Mattias
85025 Melfi PZ",Scuola paritaria,PZ1A04400B
3301,Basilicata,Provincia di Potenza,Melfi,Scuola dell'Infanzia (11),L'Albero delle Caramelle,"L'Albero delle Caramelle
Via Antronio De Curtis
85025 Melfi PZ",Scuola paritaria,PZ1A6V500G
3302,Basilicata,Provincia di Potenza,Melfi,Scuola dell'Infanzia (11),Piccole Orme,"Piccole Orme
Via delle Magnolie Cda Foggiano
85025 Melfi PZ",Scuola paritaria,PZ1AA5500F
3303,Basilicata,Provincia di Potenza,Melfi,Scuola Primaria (5),Sede Carceraria Primaria,"Sede Carceraria Primaria
Contrada Gaudo
85025 Melfi PZ
Istituto principale:
PZMM200002 C.P.I.A. - Potenza",Scuola statale,PZEE70103A
3304,Basilicata,Provincia di Potenza,Melfi,Scuola Primaria (5),Primaria F. S. Nitti,"Primaria F. S. Nitti
Piazza IV Novembre 1
85025 Melfi PZ
Istituto principale:
PZIC84100D Berardi - Nitti",Scuola statale,PZEE84102L
3305,Basilicata,Provincia di Potenza,Melfi,Scuola Primaria (5),Primaria Cappuccini,"Primaria Cappuccini
Via Cristoforo Colombo S.N.C.
85025 Melfi PZ
Istituto principale:
PZIC84100D Berardi - Nitti",Scuola statale,PZEE84103N
3306,Basilicata,Provincia di Potenza,Melfi,Scuola Primaria (5),Foggiano - IC Fer. Mar.,"Foggiano - IC Fer. Mar.
Via S. Giuseppe
85025 Melfi PZ
Istituto principale:
PZIC842009 Ferrara-Marottoli",Scuola statale,PZEE84202C
3307,Basilicata,Provincia di Potenza,Melfi,Scuola Primaria (5),Primaria Marottoli,"Primaria Marottoli
Via Galileo Galilei Snc
85025 Melfi PZ
Istituto principale:
PZIC842009 Ferrara-Marottoli",Scuola statale,PZEE84203D
3308,Basilicata,Provincia di Potenza,Melfi,Scuola Secondaria di primo grado (3),Sede Carceraria Primo Grado,"Sede Carceraria Primo Grado

85025 Melfi PZ
Istituto principale:
PZMM200002 C.P.I.A. - Potenza",Scuola statale,PZMM701017
3309,Basilicata,Provincia di Potenza,Melfi,Scuola Secondaria di primo grado (3),I Grado I.C. Ber-Nitti,"I Grado I.C. Ber-Nitti
Viale G. Dannunzio S.N.C.
85025 Melfi PZ
Istituto principale:
PZIC84100D Berardi - Nitti",Scuola statale,PZMM84101E
3310,Basilicata,Provincia di Potenza,Melfi,Scuola Secondaria di primo grado (3),I Grado I.C. Fer.-Mar.,"I Grado I.C. Fer.-Mar.
Via Galileo Galilei 15
85025 Melfi PZ
Istituto principale:
PZIC842009 Ferrara-Marottoli",Scuola statale,PZMM84201A
3311,Basilicata,Provincia di Potenza,Melfi,Scuola Secondaria di secondo grado (9),Liceo Federico II Svevia,"Liceo
Liceo Federico II Svevia
Via G. Verdi 1
85025 Melfi PZ
Istituto principale:
PZIS02700B Federico II di Svevia
Percorsi di Studio:
· LICEO CLASSICO
· LICEO SCIENTIFICO
· LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATE
· LICEO LINGUISTICO",Scuola statale,PZPS02701T
3312,Basilicata,Provincia di Potenza,Melfi,Scuola Secondaria di secondo grado (9),I.P. Casa Circondariale,"Istituto Professionale Servizi
I.P. Casa Circondariale
Via Lecce
85025 Melfi PZ
Istituto principale:
PZIS028007 G. Gasparrini
Percorsi di Studio:
· SERV.ENOGASTR.OSPIT.ALBERG. / ENOGASTRONOMIA",Scuola statale,PZRH02801B
3313,Basilicata,Provincia di Potenza,Melfi,Scuola Secondaria di secondo grado (9),I.P. Alberghiero,"Istituto Professionale
I.P. Alberghiero
Contrada Ponticelli S.N.C.
85025 Melfi PZ
Istituto principale:
PZIS028007 G. Gasparrini
Percorsi di Studio:
· SERV.ENOG.OSP.ALBERG. / SERVIZI DI SALA E DI VENDITA
· ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA",Scuola statale,PZRH02802C
3314,Basilicata,Provincia di Potenza,Melfi,Scuola Secondaria di secondo grado (9),I.P.S.E.O.A. Corso Serale Gasp.,"Istituto Professionale Servizi
I.P.S.E.O.A. Corso Serale Gasp.
C/D Ponticelli Snc
85025 Melfi PZ
Corso serale di:
PZIS028007 G. Gasparrini
Percorsi di Studio:
· SERV.ENOGASTR.OSPIT.ALBERG. / ENOGASTRONOMIA",Scuola statale,PZRH02852T
3315,Basilicata,Provincia di Potenza,Melfi,Scuola Secondaria di secondo grado (9),I.P. Righetti,"Istituto Professionale
I.P. Righetti
Via Galileo Galilei 11
85025 Melfi PZ
Istituto principale:
PZIS007006 Ten. R. Righetti
Percorsi di Studio:
· MANUTENZIONE E ASSISTENZA TECNICA",Scuola statale,PZRI00701T
3316,Basilicata,Provincia di Potenza,Melfi,Scuola Secondaria di secondo grado (9),Liceo Artistico Festa Campanile,"Liceo Artistico
Liceo Artistico Festa Campanile
Via G. Galilei S.N.C.
85025 Melfi PZ
Istituto principale:
PZIS02700B Federico II di Svevia
Percorsi di Studio:
· LICEO ARTISTICO ARCHITETTURA E AMBIENTE
· LICEO ARTISTICO ARTI FIGURATIVE PLASTICO-PITTORICO
· LICEO ARTISTICO ARTISTICO NUOVO ORDINAMENTO
· LICEO ARTISTICO AUDIOVISIVO MULTIMEDIALE",Scuola statale,PZSL02701P
3317,Basilicata,Provincia di Potenza,Melfi,Scuola Secondaria di secondo grado (9),I.T. G. Gasparrini,"Istituto Tecnico Economico e Tecnologico
I.T. G. Gasparrini
Via Leonardo da Vinci
85025 Melfi PZ
Istituto principale:
PZIS028007 G. Gasparrini
Percorsi di Studio:
· AMMINISTRAZIONE, FINANZA E MARKETING
· TURISMO
· COSTRUZIONI, AMBIENTE E TERRITORIO
· AMMINISTRAZIONE, FINANZA E MARKETING (quadriennale)",Scuola statale,PZTD02801D
3318,Basilicata,Provincia di Potenza,Melfi,Scuola Secondaria di secondo grado (9),I.T.T. Corso Serale Gasparrini,"Istituto Tecnico Tecnologico
I.T.T. Corso Serale Gasparrini
Via L. da Vinci Snc
85025 Melfi PZ
Corso serale di:
PZIS028007 G. Gasparrini
Percorsi di Studio:
· COSTRUZIONI, AMBIENTE E TERRITORIO",Scuola statale,PZTD02851V
3319,Basilicata,Provincia di Potenza,Melfi,Scuola Secondaria di secondo grado (9),I.T.T. Righetti,"Istituto Tecnico Tecnologico
I.T.T. Righetti
Via Galileo Galilei 11
85025 Melfi PZ
Istituto principale:
PZIS007006 Ten. R. Righetti
Percorsi di Studio:
· CHIMICA, MATERIALI E BIOTECNOLOGIE
· ELETTRONICA ED ELETTROTECNICA
· MECCANICA, MECCATRONICA ED ENERGIA",Scuola statale,PZTF00701P
3320,Basilicata,Provincia di Potenza,Melfi,Istituto Comprensivo (2),Berardi - Nitti,"Berardi - Nitti
Piazza IV Novembre 1
85025 Melfi PZ
Comprende le seguenti scuole:
PZAA84103C Inf. Castello Cattedrale
PZAA84105E Sc. Inf. St. Chiuchiari
PZAA84106G Inf. S. Teodoro
PZAA84107L Sc. Inf. St. Cappuccini
PZEE84102L Primaria F. S. Nitti
PZEE84103N Primaria Cappuccini
PZMM84101E I Grado I.C. Ber-Nitti",Scuola statale,PZIC84100D
3321,Basilicata,Provincia di Potenza,Melfi,Istituto Comprensivo (2),Ferrara-Marottoli,"Ferrara-Marottoli
Via Galileo Galilei S.N.C.
85025 Melfi PZ
Comprende le seguenti scuole:
PZAA842027 Melfi - Rione Valleverde
PZAA842038 Melfi Marottoli
PZAA842049 Melfi Fraz. Foggiano
PZAA84205A Infanzia Bicocca - IC Fer. Mar.
PZEE84202C Foggiano - IC Fer. Mar.
PZEE84203D Primaria Marottoli
PZMM84201A I Grado I.C. Fer.-Mar.",Scuola statale,PZIC842009
3322,Basilicata,Provincia di Potenza,Melfi,Istituto Superiore (3),Ten. R. Righetti,"Ten. R. Righetti
Via G. Galilei 11
85025 Melfi PZ
Comprende le seguenti scuole:
PZRI00701T I.P. Righetti
PZRI00702V I.P. Tenente Righetti - Pescopagano
PZTF00701P I.T.T. Righetti",Scuola statale,PZIS007006
3323,Basilicata,Provincia di Potenza,Melfi,Istituto Superiore (3),Federico II di Svevia,"Federico II di Svevia
Via Verdi 1
85025 Melfi PZ
Comprende le seguenti scuole:
PZPS02701T Liceo Federico II Svevia
PZSL02701P Liceo Artistico Festa Campanile",Scuola statale,PZIS02700B
3324,Basilicata,Provincia di Potenza,Melfi,Istituto Superiore (3),G. Gasparrini,"G. Gasparrini
Via L. da Vinci Snc
85025 Melfi PZ
Comprende le seguenti scuole:
PZRH02801B I.P. Casa Circondariale
PZRH02802C I.P. Alberghiero
PZRH02852T I.P.S.E.O.A. Corso Serale Gasp.
PZTD02801D I.T. G. Gasparrini
PZTD02851V I.T.T. Corso Serale Gasparrini",Scuola statale,PZIS028007
3325,Basilicata,Provincia di Potenza,Missanello,Scuola Primaria (1),Primaria,"Primaria
Via Bendini
85010 Missanello PZ
Istituto principale:
PZIC87400R Castronuovo S. Arcangelo - Sant'Arcangelo",Scuola statale,PZEE874075
3326,Basilicata,Provincia di Potenza,Missanello,Scuola dell'Infanzia (3),Infanzia,"Infanzia
Via Martiri d'Ungheria 11/A
85010 Gallicchio PZ
Istituto principale:
PZIC83100V I. Omnicompren. - Corleto Perticara",Scuola statale,PZAA831061
3327,Basilicata,Provincia di Potenza,Missanello,Scuola dell'Infanzia (3),Aliano-Stigliano,"Aliano-Stigliano
Via della Vittoria
75010 Aliano MT
Istituto principale:
MTIC81100R Rocco Montano - Stigliano",Scuola statale,MTAA81103Q
3328,Basilicata,Provincia di Potenza,Missanello,Scuola dell'Infanzia (3),Roccanova,"Roccanova
Via Vittorio Emanuele
85036 Roccanova PZ
Istituto principale:
PZIC87400R Castronuovo S. Arcangelo - Sant'Arcangelo",Scuola statale,PZAA874081
3329,Basilicata,Provincia di Potenza,Missanello,Scuola Secondaria di primo grado (3),Aldo Moro,"Aldo Moro
Via Giovanni XXIII S.N.C.
85010 Gallicchio PZ
Istituto principale:
PZIC83100V I. Omnicompren. - Corleto Perticara",Scuola statale,PZMM831076
3330,Basilicata,Provincia di Potenza,Missanello,Scuola Secondaria di primo grado (3),Aliano-Ss Stigliano,"Aliano-Ss Stigliano
Rione Serra
75010 Aliano MT
Istituto principale:
MTIC81100R Rocco Montano - Stigliano",Scuola statale,MTMM81101T
3331,Basilicata,Provincia di Potenza,Missanello,Scuola Secondaria di primo grado (3),F. Torraca,"F. Torraca
Via Vittorio Emanuele
85036 Roccanova PZ
Istituto principale:
PZIC87400R Castronuovo S. Arcangelo - Sant'Arcangelo",Scuola statale,PZMM874085
3332,Basilicata,Provincia di Potenza,Missanello,Scuola Secondaria di secondo grado (2),L.S.,"Liceo
L.S.
Viale Italia 34
85037 Sant'Arcangelo PZ
Istituto principale:
PZIS01700R Carlo Levi
Percorsi di Studio:
· LICEO SCIENTIFICO
· LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATE
· LICEO LINGUISTICO",Scuola statale,PZPS017017
3333,Basilicata,Provincia di Potenza,Missanello,Scuola Secondaria di secondo grado (2),I.P.S.A.S.R. Fortunato,"Istituto Professionale
I.P.S.A.S.R. Fortunato
S.Brancato
85037 Sant'Arcangelo PZ
Istituto principale:
PZRA010001 I.P.S.A.S.R. G. Fortunato - Potenza
Percorsi di Studio:
· SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE
· AGRICOLTURA, SVIL.RURALE, VALOR.PROD.TERRIT. E GEST.RIS.FOREST. E MONTANE",Scuola statale,PZRA010056
3334,Basilicata,Provincia di Potenza,Moliterno,Scuola dell'Infanzia (1),Moliterno - Via Parco del Seggio,"Moliterno - Via Parco del Seggio
Via Parco del Seggio
85047 Moliterno PZ
Istituto principale:
PZIC85500B Racioppimoliterno-Spinoso",Scuola statale,PZAA855018
3335,Basilicata,Provincia di Potenza,Moliterno,Scuola Primaria (1),Primaria - I.C.,"Primaria - I.C.
Viale D.Galante 21
85047 Moliterno PZ
Istituto principale:
PZIC85500B Racioppimoliterno-Spinoso",Scuola statale,PZEE85501D
3336,Basilicata,Provincia di Potenza,Moliterno,Scuola Secondaria di primo grado (1),I G. Racioppi-I.C.,"I G. Racioppi-I.C.
Via Roma 47
85047 Moliterno PZ
Istituto principale:
PZIC85500B Racioppimoliterno-Spinoso",Scuola statale,PZMM85501C
3337,Basilicata,Provincia di Potenza,Moliterno,Scuola Secondaria di secondo grado (3),I.P. Generale G. Parisi,"Istituto Professionale
I.P. Generale G. Parisi
Via Istria 1
85047 Moliterno PZ
Istituto principale:
PZIS031003 Petruccelli - Parisi
Percorsi di Studio:
· PROD.IND.ART. / ARTIG. / PRODUZIONI TESSILI E SARTORIALI
· INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY
· MANUTENZIONE E ASSISTENZA TECNICA",Scuola statale,PZRI03101P
3338,Basilicata,Provincia di Potenza,Moliterno,Scuola Secondaria di secondo grado (3),I.T. F. Petruccelli,"Istituto Tecnico Economico e Tecnologico
I.T. F. Petruccelli
Via P. Darago 1
85047 Moliterno PZ
Istituto principale:
PZIS031003 Petruccelli - Parisi
Percorsi di Studio:
· AMMINISTRAZIONE, FINANZA E MARKETING
· CHIMICA, MATERIALI E BIOTECNOLOGIE
· COSTRUZIONI, AMBIENTE E TERRITORIO",Scuola statale,PZTD031019
3339,Basilicata,Provincia di Potenza,Moliterno,Scuola Secondaria di secondo grado (3),I.T.T. Corso Serale,"Istituto Tecnico Tecnologico
I.T.T. Corso Serale
Via P. Darago 1
85047 Moliterno PZ
Corso serale di:
PZIS031003 Petruccelli - Parisi
Percorsi di Studio:
· COSTRUZIONI, AMBIENTE E TERRITORIO",Scuola statale,PZTD03151P
3340,Basilicata,Provincia di Potenza,Moliterno,Istituto Comprensivo (1),Racioppimoliterno-Spinoso,"Racioppimoliterno-Spinoso
Viale D.Galante 21
85047 Moliterno PZ
Comprende le seguenti scuole:
PZAA855018 Moliterno - Via Parco del Seggio
PZAA85505C Spinoso - Spinoso
PZAA85506D Sarconi - Sarconi
PZEE85501D Primaria - I.C.
PZEE85504L Spinoso - Spinoso
PZEE85505N Sarconi - Sarconi
PZMM85501C I G. Racioppi-I.C.
PZMM85503E Spinoso - Spinoso
PZMM85504G Sarconi - Sarconi",Scuola statale,PZIC85500B
3341,Basilicata,Provincia di Potenza,Moliterno,Istituto Superiore (1),Petruccelli - Parisi,"Petruccelli - Parisi
Via P. Darago 1
85047 Moliterno PZ
Comprende le seguenti scuole:
PZRI03101P I.P. Generale G. Parisi
PZRI03102Q I.P. - Tramutola
PZTD031019 I.T. F. Petruccelli
PZTD03151P I.T.T. Corso Serale",Scuola statale,PZIS031003
3342,Basilicata,Provincia di Potenza,Moliterno,Scuola Secondaria di secondo grado (1),I.P.,"Istituto Professionale
I.P.
Via A. Pecci 80
85057 Tramutola PZ
Istituto principale:
PZIS031003 Petruccelli - Parisi - Moliterno
Percorsi di Studio:
· MANUTENZIONE E ASSISTENZA TECNICA",Scuola statale,PZRI03102Q
3343,Basilicata,Provincia di Potenza,Montemilone,Scuola dell'Infanzia (1),Montemilone-Edificio Acciani,"Montemilone-Edificio Acciani
Via Liberta'
85020 Montemilone PZ
Istituto principale:
PZIC857003 G. Bosco Palazzo S. G. - Palazzo San Gervasio",Scuola statale,PZAA857032
3344,Basilicata,Provincia di Potenza,Montemilone,Scuola Primaria (1),Ten.M. Acciani,"Ten.M. Acciani
Piazza Liberta'
85020 Montemilone PZ
Istituto principale:
PZIC857003 G. Bosco Palazzo S. G. - Palazzo San Gervasio",Scuola statale,PZEE857026
3345,Basilicata,Provincia di Potenza,Montemilone,Scuola Secondaria di primo grado (1),Fortunato,"Fortunato
Via Matteotti 35
85020 Montemilone PZ
Istituto principale:
PZIC857003 G. Bosco Palazzo S. G. - Palazzo San Gervasio",Scuola statale,PZMM857025
3346,Basilicata,Provincia di Potenza,Montemilone,Scuola Secondaria di secondo grado (6),E. Fermi-Minervino Sez. Ass. L.S. Canosa,"Liceo Scientifico e delle Scienze Umane
E. Fermi-Minervino Sez. Ass. L.S. Canosa
Via Don Tonino Bello
76013 Minervino Murge BT
Istituto principale:
BAPS04000Q Liceo Enrico Fermi - Canosa di Puglia
Percorsi di Studio:
· LICEO SCIENTIFICO
· LICEO SCIENZE UMANE",Scuola statale,BAPS04001R
3347,Basilicata,Provincia di Potenza,Montemilone,Scuola Secondaria di secondo grado (6),Liceo Linguistico Palazzo San G.,"Liceo Linguistico
Liceo Linguistico Palazzo San G.
Viale G. Palatucci
85026 Palazzo San Gervasio PZ
Istituto principale:
PZIS01100T G. Solimene - Lavello
Percorsi di Studio:
· LICEO LINGUISTICO",Scuola statale,PZPM011019
3348,Basilicata,Provincia di Potenza,Montemilone,Scuola Secondaria di secondo grado (6),I.T.E. C. d'Errico Palazzo San G.,"Istituto Tecnico Economico
I.T.E. C. d'Errico Palazzo San G.
Viale G. Palatucci
85026 Palazzo San Gervasio PZ
Istituto principale:
PZIS01100T G. Solimene - Lavello
Percorsi di Studio:
· AMMINISTRAZIONE, FINANZA E MARKETING",Scuola statale,PZTD011025
3349,Basilicata,Provincia di Potenza,Montemilone,Scuola Secondaria di secondo grado (6),I.T.E. Corso Serale Palazzo S.G.,"Istituto Tecnico Economico
I.T.E. Corso Serale Palazzo S.G.
Viale G. Palatucci
85026 Palazzo San Gervasio PZ
Corso serale di:
PZIS01100T G. Solimene - Lavello
Percorsi di Studio:
· AMM.FIN.MARK. / SISTEMI INFORMATIVI AZIENDALI",Scuola statale,PZTD01152E
3350,Basilicata,Provincia di Potenza,Montemilone,Scuola Secondaria di secondo grado (6),Liceo Fermi - I. Oc. Mazzini-De Cesare,"Liceo Linguistico
Liceo Fermi - I. Oc. Mazzini-De Cesare
Corso Umberto I 263
76014 Spinazzola BT
Percorsi di Studio:
· LICEO LINGUISTICO",Scuola statale,BAPS39000B
3351,Basilicata,Provincia di Potenza,Montemilone,Scuola Secondaria di secondo grado (6),I.P. Fermi-I. Oc. Mazzini-De Cesare-Fermi,"Istituto Professionale Servizi
I.P. Fermi-I. Oc. Mazzini-De Cesare-Fermi
Corso Umberto I 263
76014 Spinazzola BT",Scuola statale,BARF060007
3352,Basilicata,Provincia di Potenza,Montemurro,Scuola dell'Infanzia (1),Montemurro,"Montemurro
Via De Fina
85053 Montemurro PZ
Istituto principale:
PZIC827007 L. da Vinci - Tramutola",Scuola statale,PZAA827036
3353,Basilicata,Provincia di Potenza,Montemurro,Scuola Primaria (1),Montemurro,"Montemurro
Via A. De Fina
85053 Montemurro PZ
Istituto principale:
PZIC827007 L. da Vinci - Tramutola",Scuola statale,PZEE82703B
3354,Basilicata,Provincia di Potenza,Montemurro,Scuola Secondaria di primo grado (1),Montemurro,"Montemurro
Via A. De Fina
85053 Montemurro PZ
Istituto principale:
PZIC827007 L. da Vinci - Tramutola",Scuola statale,PZMM82703A
3355,Basilicata,Provincia di Potenza,Montemurro,Scuola Secondaria di secondo grado (6),Liceo Classico,"Liceo Classico e delle Scienze Umane
Liceo Classico
Via Aldo Moro 71
85059 Viggiano PZ
Istituto principale:
PZIS01900C G. Peano - Marsico Nuovo
Percorsi di Studio:
· LICEO CLASSICO
· LICEO SCIENZE UMANE",Scuola statale,PZPC01901Q
3356,Basilicata,Provincia di Potenza,Montemurro,Scuola Secondaria di secondo grado (6),ITT 16 Ago.1860 I.O.,"Istituto Tecnico Tecnologico
ITT 16 Ago.1860 I.O.
Via Boldoni
85012 Corleto Perticara PZ
Percorsi di Studio:
· CHIMICA, MATERIALI E BIOTECNOLOGIE",Scuola statale,PZTF06000E
3357,Basilicata,Provincia di Potenza,Montemurro,Scuola Secondaria di secondo grado (6),I.P. Generale G. Parisi,"Istituto Professionale
I.P. Generale G. Parisi
Via Istria 1
85047 Moliterno PZ
Istituto principale:
PZIS031003 Petruccelli - Parisi
Percorsi di Studio:
· PROD.IND.ART. / ARTIG. / PRODUZIONI TESSILI E SARTORIALI
· INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY
· MANUTENZIONE E ASSISTENZA TECNICA",Scuola statale,PZRI03101P
3358,Basilicata,Provincia di Potenza,Montemurro,Scuola Secondaria di secondo grado (6),I.T. F. Petruccelli,"Istituto Tecnico Economico e Tecnologico
I.T. F. Petruccelli
Via P. Darago 1
85047 Moliterno PZ
Istituto principale:
PZIS031003 Petruccelli - Parisi
Percorsi di Studio:
· AMMINISTRAZIONE, FINANZA E MARKETING
· CHIMICA, MATERIALI E BIOTECNOLOGIE
· COSTRUZIONI, AMBIENTE E TERRITORIO",Scuola statale,PZTD031019
3359,Basilicata,Provincia di Potenza,Montemurro,Scuola Secondaria di secondo grado (6),I.T.T. Corso Serale,"Istituto Tecnico Tecnologico
I.T.T. Corso Serale
Via P. Darago 1
85047 Moliterno PZ
Corso serale di:
PZIS031003 Petruccelli - Parisi
Percorsi di Studio:
· COSTRUZIONI, AMBIENTE E TERRITORIO",Scuola statale,PZTD03151P
3360,Basilicata,Provincia di Potenza,Montemurro,Scuola Secondaria di secondo grado (6),I.T.T. Villa d'Agri - I.O.,"Istituto Tecnico Tecnologico
I.T.T. Villa d'Agri - I.O.
Via Traversa Istituto 1
85050 Marsicovetere PZ
Percorsi di Studio:
· AGRARIA, AGROALIMENTARE E AGROINDUSTRIA",Scuola statale,PZTA04000L
3361,Basilicata,Provincia di Potenza,Muro Lucano,Scuola dell'Infanzia (3),Infanzia Arcobaleno - Muro L.,"Infanzia Arcobaleno - Muro L.
Via Raia dei Monaci
85054 Muro Lucano PZ
Istituto principale:
PZIC864006 J. Stella",Scuola statale,PZAA864024
3362,Basilicata,Provincia di Potenza,Muro Lucano,Scuola dell'Infanzia (3),Infanzia Capodigiano - Muro L.,"Infanzia Capodigiano - Muro L.
Piazza Capodigiano
85054 Muro Lucano PZ
Istituto principale:
PZIC864006 J. Stella",Scuola statale,PZAA864035
3363,Basilicata,Provincia di Potenza,Muro Lucano,Scuola dell'Infanzia (3),Infanzia Ponte Giacoia-Muro L.,"Infanzia Ponte Giacoia-Muro L.
C/Da Ponte Giacoia
85054 Muro Lucano PZ
Istituto principale:
PZIC864006 J. Stella",Scuola statale,PZAA864046
3364,Basilicata,Provincia di Potenza,Muro Lucano,Scuola Primaria (3),Primaria Ada Negri,"Primaria Ada Negri
Via Appia 50
85054 Muro Lucano PZ
Istituto principale:
PZIC864006 J. Stella",Scuola statale,PZEE864029
3365,Basilicata,Provincia di Potenza,Muro Lucano,Scuola Primaria (3),Primaria Capodigiano - Muro L.,"Primaria Capodigiano - Muro L.
Piazza Capodigiano
85054 Muro Lucano PZ
Istituto principale:
PZIC864006 J. Stella",Scuola statale,PZEE86403A
3366,Basilicata,Provincia di Potenza,Muro Lucano,Scuola Primaria (3),Primaria Ponte Giacoia-Muro L.,"Primaria Ponte Giacoia-Muro L.
C/Da Ponte Giacoia
85054 Muro Lucano PZ
Istituto principale:
PZIC864006 J. Stella",Scuola statale,PZEE86404B
3367,Basilicata,Provincia di Potenza,Muro Lucano,Scuola Secondaria di primo grado (1),I Gradopascoli IC,"I Gradopascoli IC
Via Appia 50
85054 Muro Lucano PZ
Istituto principale:
PZIC864006 J. Stella",Scuola statale,PZMM864017
3368,Basilicata,Provincia di Potenza,Muro Lucano,Scuola Secondaria di secondo grado (1),L.S. E. Fermi Muro Lucano - Pasolini Pz,"Liceo Scientifico
L.S. E. Fermi Muro Lucano - Pasolini Pz
Contrada Capodigiano
85054 Muro Lucano PZ
Istituto principale:
PZPS12000V L.S. Pasolini - Potenza
Percorsi di Studio:
· LICEO SCIENTIFICO",Scuola statale,PZPS120021
3369,Basilicata,Provincia di Potenza,Muro Lucano,Istituto Comprensivo (1),J. Stella,"J. Stella
Via Appia 50
85054 Muro Lucano PZ
Comprende le seguenti scuole:
PZAA864013 Scuola Infanzia - Castelgrande
PZAA864024 Infanzia Arcobaleno - Muro L.
PZAA864035 Infanzia Capodigiano - Muro L.
PZAA864046 Infanzia Ponte Giacoia-Muro L.
PZAA864057 Scuola Infanzia - Pescopagano
PZEE864018 Castelgrande - Castelgrande
PZEE864029 Primaria Ada Negri
PZEE86403A Primaria Capodigiano - Muro L.
PZEE86404B Primaria Ponte Giacoia-Muro L.
PZEE86405C Prim. E. De Amicis - Pescopagano
PZMM864017 I Gradopascoli IC
PZMM864028 I G. Gasparrini - Castelgrande
PZMM864039 I Grado G. Deledda - Pescopagano",Scuola statale,PZIC864006
3370,Basilicata,Provincia di Potenza,Muro Lucano,Scuola Secondaria di secondo grado (1),I.P. Tenente Righetti,"Istituto Professionale
I.P. Tenente Righetti
Via Roma
85020 Pescopagano PZ
Istituto principale:
PZIS007006 Ten. R. Righetti - Melfi
Percorsi di Studio:
· SERVIZI SOCIO-SANITARI / ODONTOTECNICO
· MANUTENZIONE E ASSISTENZA TECNICA
· ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: ODONTOTECNICO",Scuola statale,PZRI00702V
3371,Basilicata,Provincia di Potenza,Nemoli,Scuola dell'Infanzia (1),Giovanni Ferrari,"Giovanni Ferrari
Via Regina Margherita
85040 Nemoli PZ
Istituto principale:
PZIC848008 Lentini - Lauria",Scuola statale,PZAA84809D
3372,Basilicata,Provincia di Potenza,Nemoli,Scuola Primaria (1),Nicola Chiacchio,"Nicola Chiacchio
Viale Regina Margherita
85040 Nemoli PZ
Istituto principale:
PZIC848008 Lentini - Lauria",Scuola statale,PZEE84808N
3373,Basilicata,Provincia di Potenza,Nemoli,Scuola Secondaria di primo grado (1),I Grado,"I Grado
Via Regina Margherita
85040 Nemoli PZ
Istituto principale:
PZIC848008 Lentini - Lauria",Scuola statale,PZMM84802A
3374,Basilicata,Provincia di Potenza,Nemoli,Scuola Secondaria di secondo grado (6),L.C. N. Carlomagno,"Liceo Classico
L.C. N. Carlomagno
Via Cerse Dello Speziale
85044 Lauria PZ
Istituto principale:
PZIS00600A N. Miraglia
Percorsi di Studio:
· LICEO CLASSICO",Scuola statale,PZPC00601N
3375,Basilicata,Provincia di Potenza,Nemoli,Scuola Secondaria di secondo grado (6),I.P. Serv. Ruggero,"Istituto Professionale
I.P. Serv. Ruggero
Via Traversa Ammiraglio Ruggero S.N.C
85044 Lauria PZ
Istituto principale:
PZIS01300D Ruggero di Lauria
Percorsi di Studio:
· SERVIZI SOCIO-SANITARI
· SERVIZI COMMERCIALI
· SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE",Scuola statale,PZRC01301C
3376,Basilicata,Provincia di Potenza,Nemoli,Scuola Secondaria di secondo grado (6),I.P. Corso Serale,"Istituto Professionale Servizi
I.P. Corso Serale
Socio Sanitario
85044 Lauria PZ
Corso serale di:
PZIS01300D Ruggero di Lauria",Scuola statale,PZRC01352V
3377,Basilicata,Provincia di Potenza,Nemoli,Scuola Secondaria di secondo grado (6),I.P. Art. Ruggero di Lauria,"Istituto Professionale
I.P. Art. Ruggero di Lauria
Via Traversa Ammiraglio Ruggero S.N.C
85044 Lauria PZ
Istituto principale:
PZIS01300D Ruggero di Lauria
Percorsi di Studio:
· MANUTENZIONE E ASSISTENZA TECNICA",Scuola statale,PZRI013015
